ObjectNumber,Title,ObjectName,Description
TM-1006-3d,POT MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-3e,POT MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-3f,POT ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-3g,POT ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-3h,SIRIHKALKHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van kalk.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-4a,"SIRIHBAK MET SWASTIKA-, BLOEM- EN BLADMOTIEVEN VAN EEN MESSING SIRIHSTEL",Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-4b,"DEKSEL VAN DE SIRIHBAK, BEHOREND BIJ EEN MESSING SIRIHSTEL",Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-4c,SIRIHHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van sirihbladeren.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-4d,POT MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-4e,POT MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-4f,POT ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-4g,POT ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-4h,SIRIHKALKHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van kalk.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-5a,SIRIHBAK MET BLOEM- EN BLADMOTIEVEN VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-5b,"DEKSEL VAN DE SIRIHBAK, BEHOREND BIJ EEN MESSING SIRIHSTEL",Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-5c,SIRIHHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van sirihbladeren.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-5d,POT MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-5e,POT MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-5f,POT ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-5g,POT ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-5h,SIRIHKALKHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van kalk.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-6a,RONDE SIRIHBAK VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-6b,DEKSEL VAN DE SIRIHBAK VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-6c,SIRIHHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van sirihbladeren.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-6d,"BOLVORMIGE POT MET DEKSEL IN DE VORM VAN EEN MANGGISVRUCHT, BEHORENDE BIJ EEN MESSING SIRIHSTEL",Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-6e,"BOLVORMIGE POT IN DE VORM VAN EEN MANGGISVRUCHT, BEHORENDE BIJ EEN MESSING SIRIHSTEL",Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-6f,POT ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-6g,POT ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-6h,SIRIHKALKHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van kalk.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-7a,MESSING SIRIHDOOS,Sirihdoos (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-7b,SIRIHHOUDER BEHOREND BIJ EEN MESSING SIRIHDOOS,Sirihdoos (onderdeel),"Dit potje is voor het bewaren van sirihbladeren.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-7c,POT MET DEKSEL BEHOREND BIJ EEN MESSING SIRIHDOOS,Sirihdoos (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-7d,POT MET DEKSEL BEHOREND BIJ EEN MESSING SIRIHDOOS,Sirihdoos (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-7e,POT ZONDER DEKSEL BEHOREND BIJ EEN MESSING SIRIHDOOS,Sirihdoos (onderdeel),"Dit potje is voor het bewaren van pinangnoten.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-7f,POT ZONDER DEKSEL BEHOREND BIJ EEN MESSING SIRIHDOOS,Sirihdoos (onderdeel),"Dit potje is voor het bewaren van pinangnoten.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-7g,SIRIHKALKHOUDER BEHOREND BIJ EEN MESSING SIRIHDOOS,Sirihdoos (onderdeel),"Dit potje is voor het bewaren van kalk.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1006-8,"GEGOTEN MESSING SIRIHSTEL BESTAANDE UIT EEN SIRIHBAK, DRIE SIRIHPOTTEN, EEN KALKPOT EN EEN SIRIHHOUDER",Sirihstel,"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten (tabak, gambir, pinangnoten, kalk, sirihbladeren) die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-101-6,SIRIHTAS (KALOEMBOE).,,
TM-101-7,SIRIHTAS (KALOEMBOE),,
TM-101-8,SIRIHTASJE,,"Herk: Indonesie Zuidwester Eilanden, Kisar"
TM-1020-10,"MANNEN BORSTTAS VOOR SIRIH, ENZ.",Tas,"Herk: Ned. Nieuw Guinea, Humboldtbaaigebied"
TM-1042-20,LANGWERPIG RECHTHOEKIGE GEELKOPEREN TABAKS- OF SIRIHDOOSJE,Sirihdoos,
TM-1042-21,LANGWERPIG RECHTHOEKIGE GEELKOPEREN TABAKS- OF SIRIHDOOSJE,Sirihdoos,
TM-106-3,KALKKOKER WAARIN DE KALK BEWAARD WORDT DIE MEN GEBRUIKT BIJ HET KAUWEN VAN SIRIH,Kalkhouder,
TM-1065-1,SIRIHTAS VAN GEVLOCHTEN ROTAN,Tas,"Met twee bamboekokertjes voor tabak en kalk, opgevouwen bladschede en pinangmes."
TM-1080-2,ZILVEREN SIRIHDOOSJE,Sirihdoos,
TM-1100-32,ZAK VAN GEVLOCHTEN PANDANBLAD VOOR SIRIHBENODIGDHEDEN,Zak,
TM-1100-34,HEUPDOEK VOOR AANZIENLIJKEN,Heupdoek,"De Bataks maken een aantal textielsoorten met zeer duidelijke rode en blauwe strepen in zowel ketting als inslag tegen een witte grond. Deze doeken variëren van de simpele sengka (doek zonder rituele waarde) dat gebruikt kan worden om een kind te dragen, en de meer hoogwaardige gobar of deken, tot de jongga, de fijnste soort voor de hoogste sociale standen. Deze laatste wordt niet meer gemaakt noch gebruikt. Wel wordt in Si Tolu Huta, een gebied aan de noordkust van het Tobameer, nog de gobar gemaakt. Alhoewel de gobar enigszins op de jongga lijkt, heeft het niet de status van de jongga, en de vervaardiging is niet zo ingewikkeld en uitgebreid.

Volgens museum- en archiefgegevens werd de jongga alleen door hoogstaand Simalungun Batak gedragen, als schouderdoek door vrouwen. Stamleiders hebben het als deken gebruikt en om de sirihstel in te wikkelen (Tichelman 1938:67). Toen Tichelman zijn waarnemingen optekende was de doek al zeldzaam en duur.

Het is niet duidelijk of de jongga ook door de naburige Toba (bijv. van Si Tolu Huta) en Karo werd gebruikt, maar de gobar wel. In Si Tolu Huta wordt het nog als schouderdoek gedragen door zowel mannen als vrouwen gedurende feestelijke gelegenheden. In Si Lima Kuta, een Simalungun gebied waar veel Karo ook wonen, wordt het aan de bruidegom gegeven tijdens een huwelijsritueel om als heupdoek te dienen.

Vervaardiging
1.  Suppletoire Inslag:  Dungkit Jongga
De wevers maken een soort keperbinding door ingewikkeld gebruik van suppletoire inslag ophalers.  Deze techniek wordt alleen in bepaalde delen van het middenveld of middenpaneel toegepast, in dit geval bij het weven van de rode en zwarte horizontale strepen, d.w.z. bij het gebruik van rood en zwart inslag.  Voor een gedetailleerde beschrijving zie Niessen 2004: Techniques/Decorative Weft Techniques/ Possible Supplementary Weft Patterns Executed Using Triple Heddles.

Deze doek heeft niet de suppletoire motieven aan de uiteinden zoals te vinden zijn in 48-214 en H-1275.  Dit zou een regionaal verschil kunnen aanduiden.

2.  Suppletoire Ketting:  Jugia
In de zijpanelen worden strepen aangebracht door toevoeging van een suppletoire ketting.  De technieken en motieven gevonden in dit soort doek zijn kenmerkend."
TM-1105-10,MESSINGEN SIRIHBAK,,"Herk: Indonesie Zuidoost Borneo, Negara"
TM-1105-11,MESSINGEN SIRIHBAK,,"Herk: Indonesie Zuidoost Borneo, Negara"
TM-1105-12,MESSINGEN SIRIHBAK,,"Herk: Indonesie Zuidoost Borneo, Negara"
TM-1105-13,MESSINGEN SIRIHBAK,,"Herk: Indonesie Zuidoost Borneo, Negara"
TM-1105-14,EEN GEGOTEN MESSINGEN SIRIHBAK,,"Herk: Indonesie Zuidoost Borneo, Negara"
TM-1105-2,MESSINGEN SIRIHBAK,,"Herk: Indonesie Zuidoost Borneo, Negara"
TM-1105-3,MESSINGEN SIRIHBAK,,"Herk: Indonesie Zuidoost Borneo, Negara"
TM-1105-4,MESSINGEN SIRIHBAK,,"Herk: Indonesie Zuidoost Borneo, Negara"
TM-1105-5,MESSINGEN SIRIHBAK,,"Herk: Indonesie Zuidoost Borneo, Negara"
TM-1105-6,MESSINGEN SIRIHBAK,,"Herk: Indonesie Zuidoost Borneo, Negara"
TM-1105-7,MESSINGEN SIRIHBAK,,"Herk: Indonesie Zuidoost Borneo, Negara"
TM-1105-8,MESSINGEN SIRIHBAK,,"Herk: Indonesie Zuidoost Borneo, Negara"
TM-1105-9,MESSINGEN SIRIHBAK,,"Herk: Indonesie Zuidoost Borneo, Negara"
TM-111-490,SIRIHTAS MET NASSA SCHELPVERSIERING,,Herk: Ned. Noord Nieuw Guinea
TM-1113-1,MESSING SIRIHDOOS VERSIERD MET BLOEM- EN BLADMOTIEVEN,Sirihdoos,
TM-1139-1,SIRIHTAS,,Herk: Indonesie West Flores
TM-1139-2,SIRIHTAS,,Herk: Indonesie West Flores
TM-118-79,GEVLOCHTEN SIRIHTAS,Sirihtas,
TM-1225-13,GEVLOCHTEN SIRIHTAS ZONDER DEKSEL,Tas,
TM-1225-9a,MESSINGEN SCHAAL OP POOTJES BEHOREND BIJ EEN SIRIHSTEL,Sirihstel (onderdeel),
TM-1225-9b,ZILVEREN TABAK- OF GAMBIRPOT BEHOREND BIJ EEN SIRIHSTEL,Sirihstel (onderdeel),
TM-1225-9c,ZILVEREN TABAK- OF GAMBIRPOT BEHOREND BIJ EEN SIRIHSTEL,Sirihstel (onderdeel),
TM-1225-9d,ZILVEREN TABAK- OF GAMBIRPOT BEHOREND BIJ EEN SIRIHSTEL,Sirihstel (onderdeel),
TM-1225-9e,ZILVEREN SIRIHBLADKOKER BEHOREND BIJ EEN SIRIHSTEL,Sirihstel (onderdeel),
TM-1244-10,LANGWERPIG VIERKANTE MESSING TABAKS- OF SIRIHDOOS MET OPKLAPBAAR SCHARNIEREND DEKSEL,Sirihdoos,
TM-1259-12a,ACHTZIJDIGE SIRIHBAK MET SWASTIKAMOTIEVEN VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1259-12b,ACHTZIJDIGE DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1259-12c,"HANDVAT VAN DE DEKSEL VAN DE SIRIHBAK, BEHOREND BIJ EEN MESSING SIRIHSTEL",Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1259-12d,SIRIHHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van sirihbladeren.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1259-12e,SIRIHHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdelen),"Dit potje is voor het bewaren van sirihbladeren.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1259-12f,"BOLVORMIG POTJE MET DEKSEL IN DE VORM VAN EEN MANGGISTANVRUCHT, BEHOREND BIJ EEN MESSING SIRIHSTEL",Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir, tabak of pinangnoten.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1259-12g,"BOLVORMIG POTJE MET DEKSEL IN DE VORM VAN EEN MANGGISTANVRUCHT, BEHOREND BIJ EEN MESSING SIRIHSTEL",Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir, tabak of pinangnoten.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1259-12h,"BOLVORMIG POTJE MET DEKSEL IN DE VORM VAN EEN MANGGISTANVRUCHT, BEHOREND BIJ EEN MESSING SIRIHSTEL",Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir, tabak of pinangnoten.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
TM-1259-18,MESSING KWISPEDOOR MET BLAD- EN BLOEMMOTIEVEN,Kwispedoor,De kwispedoor was een interieurstuk van de welgestelden. Het diende voor de opvang van het speeksel van de sirihpruimer en stond meestal op de grond. De binnenzijde van de kwispedoor is effen gelaten.
TM-1259-21a,"MESSINGEN PRONKSCHAAL, VOOR SIRIHBENODIGDHEDEN EN KLEINE HUISHOUDELIJKE ARTIKELEN",Schaal,
TM-1259-21b,"MESSINGEN PRONKSCHAAL, VOOR SIRIHBENODIGDHEDEN EN KLEINE HUISHOUDELIJKE ARTIKELEN",Schaal,
TM-1286-124,BRONZEN SIRIHBLADHOUDER,Houder,
TM-1288-2a,"MESSINGEN SCHAAL OP EEN ROND VOETSTUK, ONDERDEEL VAN EEN SIRIHSTEL",Sirihstel (onderdeel),
TM-1288-2b,"MESSINGEN DEKSEL MET EEN VAASVORMIG HANDVAT, ONDERDEEL VAN EEN SIRIHSTEL",Sirihstel (onderdeel),
TM-1288-2c,"MESSINGEN ZESZIJDIGE VAASVORMIGE KOKER, ONDERDEEL VAN EEN SIRIHSTEL",Sirihstel (onderdeel),
