LinkedTermID,TermMasterID,TermID,Term,Term,TermType,ThesXrefType,ObjectNumber,Title,ObjectName,Description
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-29-96d,BOLVORMIG POTJE MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir of tabak.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-29-96d,BOLVORMIG POTJE MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir of tabak.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-29-96e,BOLVORMIG POTJE MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir of tabak.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt.
"
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-29-96e,BOLVORMIG POTJE MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir of tabak.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt.
"
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-29-96e,BOLVORMIG POTJE MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir of tabak.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt.
"
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-29-96f,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-29-96f,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-29-96f,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-29-96g,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-29-96g,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-29-96g,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2451-1a,"HOUTEN BAK MET ZILVEREN RAND, ONDERDEEL VAN EEN SIRIHSTEL",Sirihstel (onderdeel),"Een sirihstel, bestaande uit een bak met houten deksel en zes zilveren onderdelen."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2451-1a,"HOUTEN BAK MET ZILVEREN RAND, ONDERDEEL VAN EEN SIRIHSTEL",Sirihstel (onderdeel),"Een sirihstel, bestaande uit een bak met houten deksel en zes zilveren onderdelen."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2451-1a,"HOUTEN BAK MET ZILVEREN RAND, ONDERDEEL VAN EEN SIRIHSTEL",Sirihstel (onderdeel),"Een sirihstel, bestaande uit een bak met houten deksel en zes zilveren onderdelen."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2451-1b,"DEKSEL VAN EEN SIRIHBAK, ONDERDEEL VAN EEN SIRIHSTEL",Sirihstel (onderdeel),"Een sirihstel, bestaande uit een bak met houten deksel en zes zilveren onderdelen."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2451-1b,"DEKSEL VAN EEN SIRIHBAK, ONDERDEEL VAN EEN SIRIHSTEL",Sirihstel (onderdeel),"Een sirihstel, bestaande uit een bak met houten deksel en zes zilveren onderdelen."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2451-1b,"DEKSEL VAN EEN SIRIHBAK, ONDERDEEL VAN EEN SIRIHSTEL",Sirihstel (onderdeel),"Een sirihstel, bestaande uit een bak met houten deksel en zes zilveren onderdelen."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2451-1c,"ZILVEREN DOOS MET DEKSEL VOOR TABAK OF GAMBIR, ONDERDEEL VAN EEN SIRIHSTEL",Sirihstel (onderdeel),"Een sirihstel, bestaande uit een bak met houten deksel en zes zilveren onderdelen."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2451-1c,"ZILVEREN DOOS MET DEKSEL VOOR TABAK OF GAMBIR, ONDERDEEL VAN EEN SIRIHSTEL",Sirihstel (onderdeel),"Een sirihstel, bestaande uit een bak met houten deksel en zes zilveren onderdelen."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2451-1c,"ZILVEREN DOOS MET DEKSEL VOOR TABAK OF GAMBIR, ONDERDEEL VAN EEN SIRIHSTEL",Sirihstel (onderdeel),"Een sirihstel, bestaande uit een bak met houten deksel en zes zilveren onderdelen."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2446-27a,MESSING SCHAAL OP VOETSTUK BEHORENDE BIJ SIRIHSTEL,Sirihstel (onderdeel),NULL
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2446-27a,MESSING SCHAAL OP VOETSTUK BEHORENDE BIJ SIRIHSTEL,Sirihstel (onderdeel),NULL
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2446-27a,MESSING SCHAAL OP VOETSTUK BEHORENDE BIJ SIRIHSTEL,Sirihstel (onderdeel),NULL
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2423-15a,DEKSEL VAN DE SIRIHBAK VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2423-15a,DEKSEL VAN DE SIRIHBAK VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2423-15a,DEKSEL VAN DE SIRIHBAK VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2446-10a,SIRIHBAK MET SWASTIKA MOTIEVEN VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2446-10a,SIRIHBAK MET SWASTIKA MOTIEVEN VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2446-10a,SIRIHBAK MET SWASTIKA MOTIEVEN VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2446-10b,DEKSEL VAN DE SIRIHBAK VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2446-10b,DEKSEL VAN DE SIRIHBAK VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2446-10b,DEKSEL VAN DE SIRIHBAK VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2446-10c,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2446-10c,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2446-10c,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2446-10d,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2446-10d,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2446-10d,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2446-10e,BOLVORMIG POTJE MET DEKSEL VAN EEN MESSING SIRIHPOT,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2446-10e,BOLVORMIG POTJE MET DEKSEL VAN EEN MESSING SIRIHPOT,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2446-10e,BOLVORMIG POTJE MET DEKSEL VAN EEN MESSING SIRIHPOT,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2446-10f,BOLVORMIG POTJE MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2446-10f,BOLVORMIG POTJE MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2446-10f,BOLVORMIG POTJE MET DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2446-10g,SIRIHKALKHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van kalk.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2446-10g,SIRIHKALKHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van kalk.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2446-10g,SIRIHKALKHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van kalk.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2423-15b,SIRIHHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van sirihbladeren.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2423-15b,SIRIHHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van sirihbladeren.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2423-15b,SIRIHHOUDER VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van sirihbladeren.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2423-15c,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir of pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2423-15c,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir of pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2423-15c,POTJE ZONDER DEKSEL VAN EEN MESSING SIRIHSTEL,Sirihstel (onderdeel),"Dit potje is voor het bewaren van gambir of pinangnoten (djambé).

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137847,betelstellen,betelstellen,Descriptor,OBJECTTREFWOORD,TM-2356-7a,MESSING POTJE VOOR SIRIHBLADEREN,Sirihhouder,"Dit potje is voor het bewaren van sirihbladeren.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137848,betelstellen,sirihstellen,Alternate Term,OBJECTTREFWOORD,TM-2356-7a,MESSING POTJE VOOR SIRIHBLADEREN,Sirihhouder,"Dit potje is voor het bewaren van sirihbladeren.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
10137847,10068809,10137849,betelstellen,betel sets,British Equivalent,OBJECTTREFWOORD,TM-2356-7a,MESSING POTJE VOOR SIRIHBLADEREN,Sirihhouder,"Dit potje is voor het bewaren van sirihbladeren.

Een sirihstel bestaat uit een bak met daarin diverse potjes. Deze potjes zijn bestemd voor het opbergen en bewaren van de ingrediënten die nodig zijn voor het bereiden van de sirih-pruim (genotsmiddel). Alvorens het sirihpruim te bereiden stalt men alle potjes met ingrediënten op het deksel uit, terwijl dit deksel op de bak ligt."
